model_id,org,family,variant,tier,registry_paradigm,is_quick_test,is_phase_transition,release_date,license,downloads,likes,num_params,num_layers,hidden_size,ffn_size,num_heads,num_kv_heads,head_dim,norm_type,activation,positional_scheme,max_context,sliding_window,vocab_size,num_params_source,ssm_state_size,ssm_conv_kernel,ssm_dt_rank,detected_numeric_keys,detected_numeric_count,has_mamba_key,has_ssm_key,pretrain_tokens,pretrain_tokens_source,tokenizer_type,quant_format_count,quant_formats,hf_api,has_config_json,has_model_card,has_safetensors_index,error_count,has_errors,num_ssm_layers,num_attention_layers,ssm_layer_ratio,attention_layer_ratio,release_month,release_year,has_ssm_signals,param_b,context_k,log10_params,log10_context,log10_downloads,gqa_ratio,kv_compression,is_gqa,is_mha,ffn_expansion,params_per_layer_m,params_per_head_m,depth_width_ratio,context_per_param,context_per_param_b,downloads_per_param_b,is_long_context_128k,is_extreme_context,has_sliding_window,sliding_window_ratio,pretrain_tokens_suspect,pretrain_tokens_clean,tokens_per_param,has_quant,has_gguf,has_bitsandbytes,has_int8,canonical_head_dim,canonical_norm,canonical_activation,canonical_position,convergence_score,metadata_completeness,inferred_paradigm,taxonomy_gap,explicit_label_disagreement,size_bucket,context_bucket,recency_months,name_ssm_hint,has_attention,hard_hybrid_evidence,layer_mix_evidence,numeric_ssm_evidence,hybridization_score,hidden_hybrid_candidate,ffn_balance,log_context_efficiency,architecture_quality_index,is_long_context_128k_f,has_quant_f,has_ssm_signals_f,adoption_residual
RWKV/v6-Finch-1B6-HF,RWKV,v6,Finch-1B6-HF,tier1,rwkv,False,False,2024-07-22,apache-2.0,54.0,6.0,,24.0,2048.0,,64.0,,32.0,,,,,,65536.0,,,,,,0,False,False,,,Rwkv6Tokenizer,0,,True,True,True,False,0,False,,,,,2024-07-01,2024.0,False,,,,,1.7403626894942439,,,,,,,,0.01171875,,,,False,False,False,,False,,,False,False,False,False,False,False,False,False,0.0,0.6153846153846154,rwkv,False,False,,,17.115637319316686,1.0,1.0,0.0,0.0,0.0,0.2,False,,,-0.3580401809311764,0.0,0.0,0.0,
Zyphra/Zamba2-1.2B,Zyphra,Zamba2,1.2B,tier1,hybrid,False,False,2024-08-16,apache-2.0,803.0,75.0,1215064704.0,38.0,2048.0,8192.0,32.0,32.0,128.0,rmsnorm,gelu,rope,4096.0,,32000.0,hf_api.safetensors.total,128.0,4.0,,mamba_d_conv|mamba_d_state|mamba_expand|mamba_headdim|mamba_ngroups|n_mamba_heads,6,True,False,3000000000000.0,model_card_text,LlamaTokenizer,0,,True,True,True,False,0,False,,,,,2024-08-01,2024.0,True,1.215064704,4.0,9.084599405376261,3.612359947967774,2.905256048748451,1.0,0.0,0.0,1.0,4.0,31.97538694736842,37.970772,0.0185546875,3.371013894581864e-06,3371.0138945818644,660.870155602841,False,False,False,,False,3000000000000.0,2469.0043173207014,False,False,False,False,True,True,False,True,0.75,1.0,hybrid,False,False,1-3B,<=8k,16.294349540078844,1.0,1.0,1.0,0.0,1.0,0.9,False,1.0,3.5277605425915137,-0.42223009236434134,0.0,0.0,1.0,-1.1767386521411511
Zyphra/Zamba2-1.2B-instruct,Zyphra,Zamba2,1.2B-instruct,tier1,unassigned,False,False,2024-09-19,apache-2.0,59819.0,30.0,1215064704.0,38.0,2048.0,8192.0,32.0,32.0,128.0,rmsnorm,gelu,rope,4096.0,,32000.0,hf_api.safetensors.total,128.0,4.0,,mamba_d_conv|mamba_d_state|mamba_expand|mamba_headdim|mamba_ngroups|n_mamba_heads,6,True,False,,,LlamaTokenizer,0,,True,True,True,False,0,False,,,,,2024-09-01,2024.0,True,1.215064704,4.0,9.084599405376261,3.612359947967774,4.7768464086953,1.0,0.0,0.0,1.0,4.0,31.97538694736842,37.970772,0.0185546875,3.371013894581864e-06,3371.0138945818644,49231.12308593568,False,False,False,,False,,,False,False,False,False,True,True,False,True,0.75,0.9230769230769231,hybrid,True,False,1-3B,<=8k,15.177398160315374,1.0,1.0,1.0,0.0,1.0,0.9,True,1.0,3.5277605425915137,-0.42223009236434134,0.0,0.0,1.0,0.646685727634047
cartesia-ai/Rene-v0.1-1.3b-pytorch,cartesia-ai,Rene-v0.1,1.3b-pytorch,tier1,ssm,False,False,2024-08-25,apache-2.0,6.0,60.0,1433295104.0,48.0,2048.0,,,,,,,,,,50280.0,hf_api.safetensors.total,,,,,0,False,False,1500000000000.0,model_card_text,,0,,True,True,True,False,0,False,,,,,2024-08-01,2024.0,False,1.433295104,,9.156335617364626,,0.8450980400142568,,,,,,29.860314666666667,,0.0234375,,,4.186158163280798,False,False,False,,False,1500000000000.0,1046.5395408201994,False,False,False,False,False,False,False,False,0.0,0.6153846153846154,ssm,False,False,1-3B,,15.99868593955322,0.0,0.0,0.0,0.0,0.0,0.0,False,,,-0.3580401809311764,0.0,0.0,0.0,-3.266983503045239
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai,DeepSeek-R1-Distill-Qwen,1.5B,tier1,reasoning,True,True,2025-01-20,mit,1385896.0,1446.0,1777107310.0,28.0,1536.0,8960.0,12.0,2.0,128.0,rmsnorm,silu,rope,131072.0,4096.0,151936.0,repo_safetensors_file_sizes,,,,,0,False,False,32768.0,model_card_text,LlamaTokenizerFast,0,,True,True,True,False,0,False,,,,,2025-01-01,2025.0,False,1.77710731,128.0,9.24971365331669,5.11750992628768,6.141730954666949,6.0,0.8333333333333334,1.0,0.0,5.833333333333333,63.46811821428572,148.09227583333333,0.018229166666666668,7.375581613020319e-05,73755.81613020318,779860.6151701666,True,False,True,0.03125,True,,,False,False,False,False,True,True,True,True,1.0,1.0,reasoning,False,False,1-3B,32k-131k,11.136662286465176,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5416666666666667,4.86779627297099,0.590794451844151,1.0,0.0,0.0,1.7974183687657197
google/gemma-2-2b-it,google,gemma-2,2b-it,tier1,transformer,False,False,2024-07-16,gemma,337883.0,1285.0,2614341888.0,26.0,2304.0,9216.0,8.0,4.0,256.0,rmsnorm,gelu_pytorch_tanh,rope,8192.0,4096.0,256000.0,hf_api.safetensors.total,,,,,0,False,False,13000000000000.0,model_card_text,GemmaTokenizer,3,BITSANDBYTES|INT8|INT4,True,True,True,True,0,False,,,,,2024-07-01,2024.0,False,2.614341888,8.0,9.417362381394005,3.9133899436317554,5.528767626885193,2.0,0.5,1.0,0.0,4.0,100.55161107692307,326.792736,0.011284722222222222,3.133484582717285e-06,3133.484582717286,129242.08633572566,False,False,True,0.5,False,13000000000000.0,4972.570748941004,True,False,True,True,False,True,False,True,0.5,1.0,transformer,False,False,1-3B,<=8k,17.31274638633377,0.0,1.0,0.0,0.0,0.0,0.0,False,1.0,3.4960275622377512,-0.01147686541723189,0.0,1.0,0.0,1.4102676634021512
google/gemma-3-1b-it,google,gemma-3,1b-it,tier1,transformer,False,False,2025-03-10,gemma,1492182.0,840.0,999905604.0,26.0,1152.0,6912.0,4.0,1.0,256.0,rmsnorm,,rope,32768.0,512.0,262144.0,repo_safetensors_file_sizes,,,,,0,False,False,14000000000000.0,model_card_text,GemmaTokenizer,1,BITSANDBYTES,True,True,True,False,0,False,,,,,2025-03-01,2025.0,False,0.999905604,32.0,8.99995900240305,4.515449934959718,6.173822087893059,4.0,0.75,1.0,0.0,6.0,38.457907846153844,249.976401,0.022569444444444444,3.2771093460138265e-05,32771.09346013826,1492322.8693095713,False,False,True,0.015625,False,14000000000000.0,14001.321668760243,True,False,True,False,False,True,False,True,0.5,1.0,transformer,False,False,sub-1B,8k-32k,9.526938239159001,0.0,1.0,0.0,0.0,0.0,0.0,False,0.5,4.515490932556666,0.020614764878923858,0.0,1.0,0.0,1.8204538887216453
ibm-granite/granite-4.0-1b,ibm-granite,granite-4.0,1b,tier1,transformer,False,False,2025-10-07,apache-2.0,10350.0,43.0,1631769232.0,40.0,2048.0,4096.0,16.0,4.0,128.0,rmsnorm,silu,rope,131072.0,,100352.0,repo_safetensors_file_sizes,256.0,4.0,,mamba_chunk_size|mamba_d_conv|mamba_d_head|mamba_d_state|mamba_expand|mamba_n_groups|mamba_n_heads,7,True,False,,,GPT2Tokenizer,0,,True,True,True,False,0,False,,,,,2025-10-01,2025.0,True,1.631769232,128.0,9.21265873998438,5.11750992628768,4.014982308585482,4.0,0.75,1.0,0.0,2.0,40.794230799999994,101.985577,0.01953125,8.032508361451933e-05,80325.08361451935,6342.808650285913,True,False,False,,False,,,False,False,False,False,True,True,True,True,1.0,0.9230769230769231,hybrid,False,True,1-3B,32k-131k,2.59526938239159,0.0,1.0,1.0,0.0,1.0,0.7,True,0.5,4.9048511863033,0.45754057437081036,1.0,0.0,1.0,-0.6887030244804446
ibm-granite/granite-4.0-350m,ibm-granite,granite-4.0,350m,tier1,unassigned,False,False,2025-10-07,apache-2.0,9760.0,56.0,352393112.0,28.0,1024.0,2048.0,16.0,4.0,64.0,rmsnorm,silu,rope,32768.0,,100352.0,repo_safetensors_file_sizes,256.0,4.0,,mamba_chunk_size|mamba_d_conv|mamba_d_head|mamba_d_state|mamba_expand|mamba_n_groups|mamba_n_heads,7,True,False,,,GPT2Tokenizer,0,,True,True,True,False,0,False,,,,,2025-10-01,2025.0,True,0.352393112,32.0,8.547027410949923,4.515449934959718,3.989494312772709,4.0,0.75,1.0,0.0,2.0,12.585468285714285,22.0245695,0.02734375,9.298706156322374e-05,92987.06156322375,27696.341578889886,False,False,False,,False,,,False,False,False,False,True,True,True,True,1.0,0.9230769230769231,hybrid,True,False,sub-1B,8k-32k,2.59526938239159,0.0,1.0,1.0,0.0,1.0,0.7,True,0.5,4.968422524009795,0.47959882240478835,0.0,0.0,1.0,-0.5533229463737777
ibm-granite/granite-4.0-h-1b,ibm-granite,granite-4.0-h,1b,tier1,hybrid,False,False,2025-10-07,apache-2.0,7345.0,136.0,1461564272.0,40.0,1536.0,4096.0,12.0,4.0,128.0,rmsnorm,silu,nope,131072.0,,100352.0,repo_safetensors_file_sizes,128.0,4.0,,mamba_chunk_size|mamba_d_conv|mamba_d_head|mamba_d_state|mamba_expand|mamba_n_groups|mamba_n_heads,7,True,False,,,GPT2Tokenizer,0,,True,True,True,False,0,False,,,,,2025-10-01,2025.0,True,1.461564272,128.0,9.164817918127392,5.11750992628768,3.866050924009275,3.0,0.6666666666666667,1.0,0.0,2.6666666666666665,36.5391068,121.79702266666668,0.026041666666666668,8.967925838843986e-05,89679.25838843986,5025.437567620016,True,False,False,,False,,,False,False,False,False,True,True,True,False,0.75,0.9230769230769231,hybrid,False,False,1-3B,32k-131k,2.59526938239159,1.0,1.0,1.0,0.0,1.0,0.9,False,0.6666666666666666,4.952692008160288,0.4304439417805558,1.0,0.0,1.0,-0.8260723618224564
ibm-granite/granite-4.0-h-350m,ibm-granite,granite-4.0-h,350m,tier1,unassigned,False,False,2025-10-07,apache-2.0,4160.0,91.0,340352432.0,32.0,768.0,2048.0,12.0,4.0,64.0,rmsnorm,silu,nope,32768.0,,100352.0,repo_safetensors_file_sizes,128.0,4.0,,mamba_chunk_size|mamba_d_conv|mamba_d_head|mamba_d_state|mamba_expand|mamba_n_groups|mamba_n_heads,7,True,False,,,GPT2Tokenizer,0,,True,True,True,False,0,False,,,,,2025-10-01,2025.0,True,0.340352432,32.0,8.531928858217851,4.515449934959718,3.6191977157929474,3.0,0.6666666666666667,1.0,0.0,2.6666666666666665,10.6360135,28.362702666666667,0.041666666666666664,9.627667358639589e-05,96276.67358639589,12222.624576397915,False,False,False,,False,,,False,False,False,False,True,True,True,False,0.75,0.9230769230769231,hybrid,True,False,sub-1B,8k-32k,2.59526938239159,1.0,1.0,1.0,0.0,1.0,0.9,True,0.6666666666666666,4.983521076741868,0.44114114064348786,0.0,0.0,1.0,-0.9199705638193238
nvidia/Hymba-1.5B-Base,nvidia,Hymba,1.5B-Base,tier1,hybrid,False,False,2024-10-09,other,374.0,157.0,1522797824.0,32.0,1600.0,5504.0,25.0,5.0,64.0,rmsnorm,silu,rope,8192.0,1024.0,32001.0,hf_api.safetensors.total,16.0,4.0,100.0,mamba_d_conv|mamba_d_state|mamba_dt_rank|mamba_expand|num_mamba,5,True,False,,,LlamaTokenizer,0,,True,True,True,False,0,False,,,,,2024-10-01,2024.0,True,1.522797824,8.0,9.18264224755823,3.9133899436317554,2.574031267727719,5.0,0.8,1.0,0.0,3.44,47.587432,60.91191296,0.02,5.379571648245276e-06,5379.571648245276,245.60056108932292,False,False,True,0.125,False,,,False,False,False,False,True,True,True,True,1.0,0.9230769230769231,hybrid,False,False,1-3B,<=8k,14.520367936925098,0.0,1.0,1.0,0.0,1.0,0.7,False,0.86,3.730747696073526,0.5451613666191988,0.0,0.0,1.0,-1.6081570857098297
state-spaces/mamba-1.4b-hf,state-spaces,mamba,1.4b-hf,tier1,ssm,False,False,2024-03-05,,2130.0,15.0,1372178432.0,48.0,2048.0,4096.0,,,,,silu,implicit_recurrence,,,50280.0,hf_api.safetensors.total,16.0,4.0,128.0,conv_kernel|state_size,2,False,False,,,GPTNeoXTokenizer,0,,True,True,True,True,0,False,,,,,2024-03-01,2024.0,True,1.372178432,,9.13741058877191,,3.328583449714202,,,,,2.0,28.587050666666666,,0.0234375,,,1552.27625673685,False,False,False,,False,,,False,False,False,False,False,False,True,False,0.25,0.6153846153846154,ssm,False,False,1-3B,,21.681997371879106,1.0,0.0,0.0,0.0,1.0,0.35,False,0.5,,-0.42209398790661823,0.0,0.0,1.0,-0.5338445006452686
state-spaces/mamba-130m-hf,state-spaces,mamba,130m-hf,tier1,unassigned,False,False,2024-03-06,,137155.0,68.0,129135360.0,24.0,768.0,1536.0,,,,,silu,implicit_recurrence,,,50280.0,hf_api.safetensors.total,16.0,4.0,48.0,conv_kernel|state_size,2,False,False,,,GPTNeoXTokenizer,0,,True,True,True,False,0,False,,,,,2024-03-01,2024.0,True,0.12913536,,8.111045177589423,,5.1372148109190015,,,,,2.0,5.38064,,0.03125,,,1062102.5875484452,False,False,False,,False,,,False,False,False,False,False,False,True,False,0.25,0.6153846153846154,ssm,True,False,sub-1B,,21.64914586070959,1.0,0.0,0.0,0.0,1.0,0.35,False,0.5,,-0.42209398790661823,0.0,0.0,1.0,1.5214195765950667
state-spaces/mamba-2.8b-hf,state-spaces,mamba,2.8b-hf,tier1,ssm,False,False,2024-03-05,,5470.0,111.0,2768345600.0,64.0,2560.0,5120.0,,,,,silu,implicit_recurrence,,,50280.0,hf_api.safetensors.total,16.0,4.0,160.0,conv_kernel|state_size,2,False,False,,,GPTNeoXTokenizer,0,,True,True,True,True,0,False,,,,,2024-03-01,2024.0,True,2.7683456,,9.442220306450837,,3.738066714777469,,,,,2.0,43.2554,,0.025,,,1975.9093662294188,False,False,False,,False,,,False,False,False,False,False,False,True,False,0.25,0.6153846153846154,ssm,False,False,1-3B,,21.681997371879106,1.0,0.0,0.0,0.0,1.0,0.35,False,0.5,,-0.42209398790661823,0.0,0.0,1.0,-0.19802686707513484
state-spaces/mamba-370m-hf,state-spaces,mamba,370m-hf,tier1,ssm,True,False,2024-03-06,,4265.0,16.0,371516416.0,48.0,1024.0,2048.0,,,,,silu,implicit_recurrence,,,50280.0,hf_api.safetensors.total,16.0,4.0,64.0,conv_kernel|state_size,2,False,False,,,GPTNeoXTokenizer,0,,True,True,True,False,0,False,,,,,2024-03-01,2024.0,True,0.371516416,,8.569978008461874,,3.63002085111341,,,,,2.0,7.739925333333333,,0.046875,,,11479.977240090515,False,False,False,,False,,,False,False,False,False,False,False,True,False,0.25,0.6153846153846154,ssm,False,False,sub-1B,,21.64914586070959,1.0,0.0,0.0,0.0,1.0,0.35,False,0.5,,-0.42209398790661823,0.0,0.0,1.0,-0.09668809375948495
state-spaces/mamba-790m-hf,state-spaces,mamba,790m-hf,tier1,ssm,False,False,2024-03-06,,1233.0,4.0,793204224.0,48.0,1536.0,3072.0,,,,,silu,implicit_recurrence,,,50280.0,hf_api.safetensors.total,16.0,4.0,96.0,conv_kernel|state_size,2,False,False,,,GPTNeoXTokenizer,0,,True,True,True,False,0,False,,,,,2024-03-01,2024.0,True,0.793204224,,8.899385018260203,,3.091315159697223,,,,,2.0,16.525088,,0.03125,,,1554.4546570644586,False,False,False,,False,,,False,False,False,False,False,False,True,False,0.25,0.6153846153846154,ssm,False,False,sub-1B,,21.64914586070959,1.0,0.0,0.0,0.0,1.0,0.35,False,0.5,,-0.42209398790661823,0.0,0.0,1.0,-0.7150040271976139
state-spaces/mamba2-1.3b,state-spaces,mamba2,1.3b,tier1,ssm,False,False,2024-05-28,apache-2.0,298.0,4.0,,48.0,2048.0,,,,,,,,,,50277.0,,,,,,0,False,False,,,,0,,True,True,True,False,0,False,,,,,2024-05-01,2024.0,False,,,,,2.4756711883244296,,,,,,,,0.0234375,,,,False,False,False,,False,,,False,False,False,False,False,False,False,False,0.0,0.46153846153846156,ssm,False,False,,,18.922470433639948,1.0,0.0,0.0,0.0,0.0,0.2,False,,,-0.3580401809311764,0.0,0.0,0.0,
state-spaces/mamba2-130m,state-spaces,mamba2,130m,tier1,unassigned,False,False,2024-05-28,apache-2.0,7446.0,11.0,,24.0,768.0,,,,,,,,,,50277.0,,,,,,0,False,False,,,,0,,True,True,True,False,0,False,,,,,2024-05-01,2024.0,False,,,,,3.871981353843369,,,,,,,,0.03125,,,,False,False,False,,False,,,False,False,False,False,False,False,False,False,0.0,0.46153846153846156,ssm,True,False,,,18.922470433639948,1.0,0.0,0.0,0.0,0.0,0.2,False,,,-0.3580401809311764,0.0,0.0,0.0,
state-spaces/mamba2-2.7b,state-spaces,mamba2,2.7b,tier1,ssm,False,False,2024-05-28,apache-2.0,1452.0,19.0,,64.0,2560.0,,,,,,,,,,50277.0,,,,,,0,False,False,,,,0,,True,True,True,False,0,False,,,,,2024-05-01,2024.0,False,,,,,3.1622656142980214,,,,,,,,0.025,,,,False,False,False,,False,,,False,False,False,False,False,False,False,False,0.0,0.46153846153846156,ssm,False,False,,,18.922470433639948,1.0,0.0,0.0,0.0,0.0,0.2,False,,,-0.3580401809311764,0.0,0.0,0.0,
